Event_ID_Internal,GLIDE,Date,District,Latitude,Longitude,Hazard_Type,GEE_Start,GEE_End,Severity_Index_Name,Severity_Score,Validated_Affected,Full_Description,Raw_Severity_Score,Data_Source,Confidence,Severity_Index,Confidence_Bin,Requires_Manual_Review
Event_0012,ST-2000-000211-BGD,2000-05-02,Feni,23.0159,91.3976,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.29960000000000003,API_Corrected,0.85,0.7363445378151261,Certain,False
Event_0013,ST-2000-000211-BGD,2000-05-02,Khagrachari,23.1192,91.9847,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0014,ST-2000-000211-BGD,2000-05-02,Lakshmipur,22.9447,90.8282,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.16720000000000002,API_Corrected,0.85,0.38865546218487396,Certain,False
Event_0015,ST-2000-000211-BGD,2000-05-02,Noakhali,22.8695,91.0994,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3168,API_Corrected,0.85,0.7815126050420168,Certain,False
Event_0016,ST-2000-000211-BGD,2000-05-02,Rangamati,22.6574,92.1733,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0017,ST-2000-000211-BGD,2000-05-02,Dhaka,23.8103,90.4125,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2548,API_Corrected,0.85,0.6186974789915967,Certain,False
Event_0018,ST-2000-000211-BGD,2000-05-02,Faridpur,23.6071,89.8429,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.17400000000000002,API_Corrected,0.85,0.4065126050420168,Certain,False
Event_0019,ST-2000-000211-BGD,2000-05-02,Gazipur,24.0023,90.4264,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0020,ST-2000-000211-BGD,2000-05-02,Gopalganj,23.0051,89.8267,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.22519999999999998,API_Corrected,0.85,0.5409663865546218,Certain,False
Event_0021,ST-2000-000211-BGD,2000-05-02,Kishoreganj,24.426,90.9821,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0022,ST-2000-000211-BGD,2000-05-02,Madaripur,23.1641,90.1833,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1464,API_Corrected,0.85,0.33403361344537813,Certain,False
Event_0023,ST-2000-000211-BGD,2000-05-02,Manikganj,23.8644,89.9967,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.30720000000000003,API_Corrected,0.85,0.7563025210084034,Certain,False
Event_0024,ST-2000-000211-BGD,2000-05-02,Munshiganj,23.5435,90.5354,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756302521,Certain,False
Event_0025,ST-2000-000211-BGD,2000-05-02,Narayanganj,23.6238,90.5,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756302521,Certain,False
Event_0026,ST-2000-000211-BGD,2000-05-02,Narsingdi,23.9322,90.7154,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0027,ST-2000-000211-BGD,2000-05-02,Rajbari,23.7574,89.6444,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.36719999999999997,API_Corrected,0.85,0.9138655462184873,Certain,False
Event_0028,ST-2000-000211-BGD,2000-05-02,Shariatpur,23.2423,90.4348,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1464,API_Corrected,0.85,0.33403361344537813,Certain,False
Event_0029,ST-2000-000211-BGD,2000-05-02,Tangail,24.2513,89.9167,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2444,API_Corrected,0.85,0.5913865546218487,Certain,False
Event_0030,ST-2000-000211-BGD,2000-05-02,Bagerhat,22.6516,89.7859,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.264,API_Corrected,0.85,0.6428571428571429,Certain,False
Event_0031,ST-2000-000211-BGD,2000-05-02,Chuadanga,23.6401,88.8504,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.25,API_Corrected,0.85,0.6060924369747899,Certain,False
Event_0032,ST-2000-000211-BGD,2000-05-02,Jessore,23.1664,89.2081,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1408,API_Corrected,0.85,0.319327731092437,Certain,False
Event_0033,ST-2000-000211-BGD,2000-05-02,Jhenaidah,23.545,89.1726,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.18080000000000002,API_Corrected,0.85,0.4243697478991597,Certain,False
Event_0034,ST-2000-000211-BGD,2000-05-02,Khulna,22.8456,89.5403,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1792,API_Corrected,0.85,0.42016806722689076,Certain,False
Event_0035,ST-2000-000211-BGD,2000-05-02,Kushtia,23.9013,89.1204,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1904,API_Corrected,0.85,0.4495798319327731,Certain,False
Event_0036,ST-2000-000211-BGD,2000-05-02,Magura,23.4873,89.4199,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.18000000000000002,API_Corrected,0.85,0.42226890756302526,Certain,False
Event_0037,ST-2000-000211-BGD,2000-05-02,Meherpur,23.7622,88.6318,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.25,API_Corrected,0.85,0.6060924369747899,Certain,False
Event_0038,ST-2000-000211-BGD,2000-05-02,Narail,23.1725,89.5126,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1564,API_Corrected,0.85,0.3602941176470588,Certain,False
Event_0039,ST-2000-000211-BGD,2000-05-02,Satkhira,22.7185,89.0705,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1328,API_Corrected,0.85,0.29831932773109243,Certain,False
Event_0040,ST-2000-000211-BGD,2000-05-02,Jamalpur,24.9375,89.9311,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2852,API_Corrected,0.85,0.6985294117647058,Certain,False
Event_0041,ST-2000-000211-BGD,2000-05-02,Mymensingh,24.7471,90.4031,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3972,API_Corrected,0.85,0.9926470588235293,Certain,False
Event_0042,ST-2000-000211-BGD,2000-05-02,Netrokona,24.87,90.7275,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0043,ST-2000-000211-BGD,2000-05-02,Sherpur,25.0205,90.0154,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2852,API_Corrected,0.85,0.6985294117647058,Certain,False
Event_0044,ST-2000-000211-BGD,2000-05-02,Bogra,24.8481,89.373,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3192,API_Corrected,0.85,0.78781512605042,Certain,False
Event_0045,ST-2000-000211-BGD,2000-05-02,Joypurhat,25.0947,89.0209,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.33840000000000003,API_Corrected,0.85,0.8382352941176471,Certain,False
Event_0046,ST-2000-000211-BGD,2000-05-02,Naogaon,24.7936,88.9318,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.34600000000000003,API_Corrected,0.85,0.8581932773109244,Certain,False
Event_0047,ST-2000-000211-BGD,2000-05-02,Natore,24.4102,88.9805,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3128,API_Corrected,0.85,0.7710084033613446,Certain,False
Event_0048,ST-2000-000211-BGD,2000-05-02,Chapainawabganj,24.5965,88.2742,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3064,API_Corrected,0.85,0.7542016806722689,Certain,False
Event_0049,ST-2000-000211-BGD,2000-05-02,Pabna,24.0063,89.2493,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2436,API_Corrected,0.85,0.5892857142857143,Certain,False
Event_0050,ST-2000-000211-BGD,2000-05-02,Rajshahi,24.3745,88.6042,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3104,API_Corrected,0.85,0.7647058823529411,Certain,False
Event_0051,ST-2000-000211-BGD,2000-05-02,Sirajganj,24.4577,89.708,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.32360000000000005,API_Corrected,0.85,0.7993697478991597,Certain,False
Event_0052,ST-2000-000211-BGD,2000-05-02,Dinajpur,25.6217,88.6354,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3624,API_Corrected,0.85,0.9012605042016806,Certain,False
Event_0053,ST-2000-000211-BGD,2000-05-02,Gaibandha,25.3288,89.528,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0054,ST-2000-000211-BGD,2000-05-02,Kurigram,25.8054,89.6361,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0055,ST-2000-000211-BGD,2000-05-02,Lalmonirhat,25.9129,89.4426,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.38,API_Corrected,0.85,0.9474789915966386,Certain,False
Event_0056,ST-2000-000211-BGD,2000-05-02,Nilphamari,25.9317,88.856,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2344,API_Corrected,0.85,0.5651260504201681,Certain,False
Event_0057,ST-2000-000211-BGD,2000-05-02,Panchagarh,26.3411,88.5541,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2336,API_Corrected,0.85,0.5630252100840336,Certain,False
Event_0058,ST-2000-000211-BGD,2000-05-02,Rangpur,25.7439,89.2752,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0059,ST-2000-000211-BGD,2000-05-02,Thakurgaon,26.0337,88.4616,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2292,API_Corrected,0.85,0.551470588235294,Certain,False
Event_0060,ST-2000-000211-BGD,2000-05-02,Habiganj,24.3749,91.4133,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.32480000000000003,API_Corrected,0.85,0.8025210084033614,Certain,False
Event_0061,ST-2000-000211-BGD,2000-05-02,Moulvibazar,24.4829,91.7606,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0062,ST-2000-000211-BGD,2000-05-02,Sunamganj,25.0658,91.395,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0063,ST-2000-000211-BGD,2000-05-02,Sylhet,24.8949,91.8687,Severe Local Storm,2000-03-13,2000-06-21,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0064,FL-2000-000373-BGD,2000-05-29,Barguna,22.1509,90.1263,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1752,API_Corrected,0.85,0.4096638655462185,Certain,False
Event_0065,FL-2000-000373-BGD,2000-05-29,Barishal,22.701,90.3535,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.20040000000000002,API_Corrected,0.85,0.4758403361344538,Certain,False
Event_0066,FL-2000-000373-BGD,2000-05-29,Bhola,22.6859,90.6483,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.23080000000000003,API_Corrected,0.85,0.555672268907563,Certain,False
Event_0067,FL-2000-000373-BGD,2000-05-29,Jhalokati,22.6406,90.1989,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.20040000000000002,API_Corrected,0.85,0.4758403361344538,Certain,False
Event_0068,FL-2000-000373-BGD,2000-05-29,Patuakhali,22.3596,90.3297,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1752,API_Corrected,0.85,0.4096638655462185,Certain,False
Event_0069,FL-2000-000373-BGD,2000-05-29,Pirojpur,22.5791,89.9751,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.21480000000000002,API_Corrected,0.85,0.513655462184874,Certain,False
Event_0070,FL-2000-000373-BGD,2000-05-29,Bandarban,22.1953,92.2184,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0071,FL-2000-000373-BGD,2000-05-29,Brahmanbaria,23.9571,91.1119,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.376,API_Corrected,0.85,0.9369747899159664,Certain,False
Event_0072,FL-2000-000373-BGD,2000-05-29,Chandpur,23.2321,90.6631,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1464,API_Corrected,0.85,0.33403361344537813,Certain,False
Event_0073,FL-2000-000373-BGD,2000-05-29,Chattogram,22.3569,91.7832,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0074,FL-2000-000373-BGD,2000-05-29,Cumilla,23.4607,91.1809,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3104,API_Corrected,0.85,0.7647058823529411,Certain,False
Event_0075,FL-2000-000373-BGD,2000-05-29,Cox's Bazar,21.4272,92.0058,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0076,FL-2000-000373-BGD,2000-05-29,Feni,23.0159,91.3976,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.29960000000000003,API_Corrected,0.85,0.7363445378151261,Certain,False
Event_0077,FL-2000-000373-BGD,2000-05-29,Khagrachari,23.1192,91.9847,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0078,FL-2000-000373-BGD,2000-05-29,Lakshmipur,22.9447,90.8282,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.16720000000000002,API_Corrected,0.85,0.38865546218487396,Certain,False
Event_0079,FL-2000-000373-BGD,2000-05-29,Noakhali,22.8695,91.0994,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3168,API_Corrected,0.85,0.7815126050420168,Certain,False
Event_0080,FL-2000-000373-BGD,2000-05-29,Rangamati,22.6574,92.1733,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0081,FL-2000-000373-BGD,2000-05-29,Dhaka,23.8103,90.4125,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2548,API_Corrected,0.85,0.6186974789915967,Certain,False
Event_0082,FL-2000-000373-BGD,2000-05-29,Faridpur,23.6071,89.8429,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.17400000000000002,API_Corrected,0.85,0.4065126050420168,Certain,False
Event_0083,FL-2000-000373-BGD,2000-05-29,Gazipur,24.0023,90.4264,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0084,FL-2000-000373-BGD,2000-05-29,Gopalganj,23.0051,89.8267,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.22519999999999998,API_Corrected,0.85,0.5409663865546218,Certain,False
Event_0085,FL-2000-000373-BGD,2000-05-29,Kishoreganj,24.426,90.9821,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0086,FL-2000-000373-BGD,2000-05-29,Madaripur,23.1641,90.1833,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1464,API_Corrected,0.85,0.33403361344537813,Certain,False
Event_0087,FL-2000-000373-BGD,2000-05-29,Manikganj,23.8644,89.9967,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.30720000000000003,API_Corrected,0.85,0.7563025210084034,Certain,False
Event_0088,FL-2000-000373-BGD,2000-05-29,Munshiganj,23.5435,90.5354,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756302521,Certain,False
Event_0089,FL-2000-000373-BGD,2000-05-29,Narayanganj,23.6238,90.5,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756302521,Certain,False
Event_0090,FL-2000-000373-BGD,2000-05-29,Narsingdi,23.9322,90.7154,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0091,FL-2000-000373-BGD,2000-05-29,Rajbari,23.7574,89.6444,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.36719999999999997,API_Corrected,0.85,0.9138655462184873,Certain,False
Event_0092,FL-2000-000373-BGD,2000-05-29,Shariatpur,23.2423,90.4348,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1464,API_Corrected,0.85,0.33403361344537813,Certain,False
Event_0093,FL-2000-000373-BGD,2000-05-29,Tangail,24.2513,89.9167,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2444,API_Corrected,0.85,0.5913865546218487,Certain,False
Event_0094,FL-2000-000373-BGD,2000-05-29,Bagerhat,22.6516,89.7859,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.264,API_Corrected,0.85,0.6428571428571429,Certain,False
Event_0095,FL-2000-000373-BGD,2000-05-29,Chuadanga,23.6401,88.8504,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.25,API_Corrected,0.85,0.6060924369747899,Certain,False
Event_0096,FL-2000-000373-BGD,2000-05-29,Jessore,23.1664,89.2081,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1444,API_Corrected,0.85,0.328781512605042,Certain,False
Event_0097,FL-2000-000373-BGD,2000-05-29,Jhenaidah,23.545,89.1726,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.18080000000000002,API_Corrected,0.85,0.4243697478991597,Certain,False
Event_0098,FL-2000-000373-BGD,2000-05-29,Khulna,22.8456,89.5403,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1792,API_Corrected,0.85,0.42016806722689076,Certain,False
Event_0099,FL-2000-000373-BGD,2000-05-29,Kushtia,23.9013,89.1204,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1904,API_Corrected,0.85,0.4495798319327731,Certain,False
Event_0100,FL-2000-000373-BGD,2000-05-29,Magura,23.4873,89.4199,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.18000000000000002,API_Corrected,0.85,0.42226890756302526,Certain,False
Event_0101,FL-2000-000373-BGD,2000-05-29,Meherpur,23.7622,88.6318,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.25,API_Corrected,0.85,0.6060924369747899,Certain,False
Event_0102,FL-2000-000373-BGD,2000-05-29,Narail,23.1725,89.5126,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1564,API_Corrected,0.85,0.3602941176470588,Certain,False
Event_0103,FL-2000-000373-BGD,2000-05-29,Satkhira,22.7185,89.0705,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.1328,API_Corrected,0.85,0.29831932773109243,Certain,False
Event_0104,FL-2000-000373-BGD,2000-05-29,Jamalpur,24.9375,89.9311,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2852,API_Corrected,0.85,0.6985294117647058,Certain,False
Event_0105,FL-2000-000373-BGD,2000-05-29,Mymensingh,24.7471,90.4031,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3972,API_Corrected,0.85,0.9926470588235293,Certain,False
Event_0106,FL-2000-000373-BGD,2000-05-29,Netrokona,24.87,90.7275,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.4,API_Corrected,0.85,1.0,Certain,False
Event_0107,FL-2000-000373-BGD,2000-05-29,Sherpur,25.0205,90.0154,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.2852,API_Corrected,0.85,0.6985294117647058,Certain,False
Event_0108,FL-2000-000373-BGD,2000-05-29,Bogra,24.8481,89.373,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3192,API_Corrected,0.85,0.78781512605042,Certain,False
Event_0109,FL-2000-000373-BGD,2000-05-29,Joypurhat,25.0947,89.0209,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.33840000000000003,API_Corrected,0.85,0.8382352941176471,Certain,False
Event_0110,FL-2000-000373-BGD,2000-05-29,Naogaon,24.7936,88.9318,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.34600000000000003,API_Corrected,0.85,0.8581932773109244,Certain,False
Event_0111,FL-2000-000373-BGD,2000-05-29,Natore,24.4102,88.9805,Severe Local Storm,2000-04-09,2000-07-18,MODERATE_RISK,1.0,0.0,No detailed description available.,0.3128,API_Corrected,0.85,0.7710084033613446,Certain,False
