Event_ID_Internal,GLIDE,Date,District,Latitude,Longitude,Hazard_Type,GEE_Start,GEE_End,Severity_Index_Name,Severity_Score,Validated_Affected,Full_Description,Raw_Severity_Score,Data_Source,Confidence,Severity_Index,Confidence_Bin,Requires_Manual_Review
Event_0019,ST-2000-000211-BGD,5/2/2000,Gazipur,24.0023,90.4264,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0020,ST-2000-000211-BGD,5/2/2000,Gopalganj,23.0051,89.8267,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2252,API_Corrected,0.85,0.540966387,Certain,FALSE
Event_0021,ST-2000-000211-BGD,5/2/2000,Kishoreganj,24.426,90.9821,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0022,ST-2000-000211-BGD,5/2/2000,Madaripur,23.1641,90.1833,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1464,API_Corrected,0.85,0.334033613,Certain,FALSE
Event_0023,ST-2000-000211-BGD,5/2/2000,Manikganj,23.8644,89.9967,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3072,API_Corrected,0.85,0.756302521,Certain,FALSE
Event_0024,ST-2000-000211-BGD,5/2/2000,Munshiganj,23.5435,90.5354,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756,Certain,FALSE
Event_0025,ST-2000-000211-BGD,5/2/2000,Narayanganj,23.6238,90.5,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756,Certain,FALSE
Event_0026,ST-2000-000211-BGD,5/2/2000,Narsingdi,23.9322,90.7154,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0027,ST-2000-000211-BGD,5/2/2000,Rajbari,23.7574,89.6444,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3672,API_Corrected,0.85,0.913865546,Certain,FALSE
Event_0028,ST-2000-000211-BGD,5/2/2000,Shariatpur,23.2423,90.4348,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1464,API_Corrected,0.85,0.334033613,Certain,FALSE
Event_0029,ST-2000-000211-BGD,5/2/2000,Tangail,24.2513,89.9167,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2444,API_Corrected,0.85,0.591386555,Certain,FALSE
Event_0030,ST-2000-000211-BGD,5/2/2000,Bagerhat,22.6516,89.7859,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.264,API_Corrected,0.85,0.642857143,Certain,FALSE
Event_0031,ST-2000-000211-BGD,5/2/2000,Chuadanga,23.6401,88.8504,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.25,API_Corrected,0.85,0.606092437,Certain,FALSE
Event_0032,ST-2000-000211-BGD,5/2/2000,Jessore,23.1664,89.2081,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1408,API_Corrected,0.85,0.319327731,Certain,FALSE
Event_0033,ST-2000-000211-BGD,5/2/2000,Jhenaidah,23.545,89.1726,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1808,API_Corrected,0.85,0.424369748,Certain,FALSE
Event_0034,ST-2000-000211-BGD,5/2/2000,Khulna,22.8456,89.5403,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1792,API_Corrected,0.85,0.420168067,Certain,FALSE
Event_0035,ST-2000-000211-BGD,5/2/2000,Kushtia,23.9013,89.1204,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1904,API_Corrected,0.85,0.449579832,Certain,FALSE
Event_0036,ST-2000-000211-BGD,5/2/2000,Magura,23.4873,89.4199,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.18,API_Corrected,0.85,0.422268908,Certain,FALSE
Event_0037,ST-2000-000211-BGD,5/2/2000,Meherpur,23.7622,88.6318,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.25,API_Corrected,0.85,0.606092437,Certain,FALSE
Event_0038,ST-2000-000211-BGD,5/2/2000,Narail,23.1725,89.5126,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1564,API_Corrected,0.85,0.360294118,Certain,FALSE
Event_0039,ST-2000-000211-BGD,5/2/2000,Satkhira,22.7185,89.0705,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.1328,API_Corrected,0.85,0.298319328,Certain,FALSE
Event_0040,ST-2000-000211-BGD,5/2/2000,Jamalpur,24.9375,89.9311,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2852,API_Corrected,0.85,0.698529412,Certain,FALSE
Event_0041,ST-2000-000211-BGD,5/2/2000,Mymensingh,24.7471,90.4031,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3972,API_Corrected,0.85,0.992647059,Certain,FALSE
Event_0042,ST-2000-000211-BGD,5/2/2000,Netrokona,24.87,90.7275,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0043,ST-2000-000211-BGD,5/2/2000,Sherpur,25.0205,90.0154,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2852,API_Corrected,0.85,0.698529412,Certain,FALSE
Event_0044,ST-2000-000211-BGD,5/2/2000,Bogra,24.8481,89.373,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3192,API_Corrected,0.85,0.787815126,Certain,FALSE
Event_0045,ST-2000-000211-BGD,5/2/2000,Joypurhat,25.0947,89.0209,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3384,API_Corrected,0.85,0.838235294,Certain,FALSE
Event_0046,ST-2000-000211-BGD,5/2/2000,Naogaon,24.7936,88.9318,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.346,API_Corrected,0.85,0.858193277,Certain,FALSE
Event_0047,ST-2000-000211-BGD,5/2/2000,Natore,24.4102,88.9805,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3128,API_Corrected,0.85,0.771008403,Certain,FALSE
Event_0048,ST-2000-000211-BGD,5/2/2000,Chapainawabganj,24.5965,88.2742,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3064,API_Corrected,0.85,0.754201681,Certain,FALSE
Event_0049,ST-2000-000211-BGD,5/2/2000,Pabna,24.0063,89.2493,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2436,API_Corrected,0.85,0.589285714,Certain,FALSE
Event_0050,ST-2000-000211-BGD,5/2/2000,Rajshahi,24.3745,88.6042,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3104,API_Corrected,0.85,0.764705882,Certain,FALSE
Event_0051,ST-2000-000211-BGD,5/2/2000,Sirajganj,24.4577,89.708,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3236,API_Corrected,0.85,0.799369748,Certain,FALSE
Event_0052,ST-2000-000211-BGD,5/2/2000,Dinajpur,25.6217,88.6354,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3624,API_Corrected,0.85,0.901260504,Certain,FALSE
Event_0053,ST-2000-000211-BGD,5/2/2000,Gaibandha,25.3288,89.528,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0054,ST-2000-000211-BGD,5/2/2000,Kurigram,25.8054,89.6361,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0055,ST-2000-000211-BGD,5/2/2000,Lalmonirhat,25.9129,89.4426,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.38,API_Corrected,0.85,0.947478992,Certain,FALSE
Event_0056,ST-2000-000211-BGD,5/2/2000,Nilphamari,25.9317,88.856,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2344,API_Corrected,0.85,0.56512605,Certain,FALSE
Event_0057,ST-2000-000211-BGD,5/2/2000,Panchagarh,26.3411,88.5541,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2336,API_Corrected,0.85,0.56302521,Certain,FALSE
Event_0058,ST-2000-000211-BGD,5/2/2000,Rangpur,25.7439,89.2752,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0059,ST-2000-000211-BGD,5/2/2000,Thakurgaon,26.0337,88.4616,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.2292,API_Corrected,0.85,0.551470588,Certain,FALSE
Event_0060,ST-2000-000211-BGD,5/2/2000,Habiganj,24.3749,91.4133,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.3248,API_Corrected,0.85,0.802521008,Certain,FALSE
Event_0061,ST-2000-000211-BGD,5/2/2000,Moulvibazar,24.4829,91.7606,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0062,ST-2000-000211-BGD,5/2/2000,Sunamganj,25.0658,91.395,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0063,ST-2000-000211-BGD,5/2/2000,Sylhet,24.8949,91.8687,Severe Local Storm,3/13/2000,6/21/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0064,FL-2000-000373-BGD,5/29/2000,Barguna,22.1509,90.1263,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1752,API_Corrected,0.85,0.409663866,Certain,FALSE
Event_0065,FL-2000-000373-BGD,5/29/2000,Barishal,22.701,90.3535,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2004,API_Corrected,0.85,0.475840336,Certain,FALSE
Event_0066,FL-2000-000373-BGD,5/29/2000,Bhola,22.6859,90.6483,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2308,API_Corrected,0.85,0.555672269,Certain,FALSE
Event_0067,FL-2000-000373-BGD,5/29/2000,Jhalokati,22.6406,90.1989,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2004,API_Corrected,0.85,0.475840336,Certain,FALSE
Event_0068,FL-2000-000373-BGD,5/29/2000,Patuakhali,22.3596,90.3297,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1752,API_Corrected,0.85,0.409663866,Certain,FALSE
Event_0069,FL-2000-000373-BGD,5/29/2000,Pirojpur,22.5791,89.9751,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2148,API_Corrected,0.85,0.513655462,Certain,FALSE
Event_0070,FL-2000-000373-BGD,5/29/2000,Bandarban,22.1953,92.2184,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0071,FL-2000-000373-BGD,5/29/2000,Brahmanbaria,23.9571,91.1119,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.376,API_Corrected,0.85,0.93697479,Certain,FALSE
Event_0072,FL-2000-000373-BGD,5/29/2000,Chandpur,23.2321,90.6631,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1464,API_Corrected,0.85,0.334033613,Certain,FALSE
Event_0073,FL-2000-000373-BGD,5/29/2000,Chattogram,22.3569,91.7832,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0074,FL-2000-000373-BGD,5/29/2000,Cumilla,23.4607,91.1809,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3104,API_Corrected,0.85,0.764705882,Certain,FALSE
Event_0075,FL-2000-000373-BGD,5/29/2000,Cox's Bazar,21.4272,92.0058,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0076,FL-2000-000373-BGD,5/29/2000,Feni,23.0159,91.3976,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2996,API_Corrected,0.85,0.736344538,Certain,FALSE
Event_0077,FL-2000-000373-BGD,5/29/2000,Khagrachari,23.1192,91.9847,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0078,FL-2000-000373-BGD,5/29/2000,Lakshmipur,22.9447,90.8282,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1672,API_Corrected,0.85,0.388655462,Certain,FALSE
Event_0079,FL-2000-000373-BGD,5/29/2000,Noakhali,22.8695,91.0994,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3168,API_Corrected,0.85,0.781512605,Certain,FALSE
Event_0080,FL-2000-000373-BGD,5/29/2000,Rangamati,22.6574,92.1733,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0081,FL-2000-000373-BGD,5/29/2000,Dhaka,23.8103,90.4125,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2548,API_Corrected,0.85,0.618697479,Certain,FALSE
Event_0082,FL-2000-000373-BGD,5/29/2000,Faridpur,23.6071,89.8429,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.174,API_Corrected,0.85,0.406512605,Certain,FALSE
Event_0083,FL-2000-000373-BGD,5/29/2000,Gazipur,24.0023,90.4264,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0084,FL-2000-000373-BGD,5/29/2000,Gopalganj,23.0051,89.8267,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2252,API_Corrected,0.85,0.540966387,Certain,FALSE
Event_0085,FL-2000-000373-BGD,5/29/2000,Kishoreganj,24.426,90.9821,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0086,FL-2000-000373-BGD,5/29/2000,Madaripur,23.1641,90.1833,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1464,API_Corrected,0.85,0.334033613,Certain,FALSE
Event_0087,FL-2000-000373-BGD,5/29/2000,Manikganj,23.8644,89.9967,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3072,API_Corrected,0.85,0.756302521,Certain,FALSE
Event_0088,FL-2000-000373-BGD,5/29/2000,Munshiganj,23.5435,90.5354,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756,Certain,FALSE
Event_0089,FL-2000-000373-BGD,5/29/2000,Narayanganj,23.6238,90.5,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2008,API_Corrected,0.85,0.476890756,Certain,FALSE
Event_0090,FL-2000-000373-BGD,5/29/2000,Narsingdi,23.9322,90.7154,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0091,FL-2000-000373-BGD,5/29/2000,Rajbari,23.7574,89.6444,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3672,API_Corrected,0.85,0.913865546,Certain,FALSE
Event_0092,FL-2000-000373-BGD,5/29/2000,Shariatpur,23.2423,90.4348,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1464,API_Corrected,0.85,0.334033613,Certain,FALSE
Event_0093,FL-2000-000373-BGD,5/29/2000,Tangail,24.2513,89.9167,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2444,API_Corrected,0.85,0.591386555,Certain,FALSE
Event_0094,FL-2000-000373-BGD,5/29/2000,Bagerhat,22.6516,89.7859,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.264,API_Corrected,0.85,0.642857143,Certain,FALSE
Event_0095,FL-2000-000373-BGD,5/29/2000,Chuadanga,23.6401,88.8504,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.25,API_Corrected,0.85,0.606092437,Certain,FALSE
Event_0096,FL-2000-000373-BGD,5/29/2000,Jessore,23.1664,89.2081,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1444,API_Corrected,0.85,0.328781513,Certain,FALSE
Event_0097,FL-2000-000373-BGD,5/29/2000,Jhenaidah,23.545,89.1726,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1808,API_Corrected,0.85,0.424369748,Certain,FALSE
Event_0098,FL-2000-000373-BGD,5/29/2000,Khulna,22.8456,89.5403,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1792,API_Corrected,0.85,0.420168067,Certain,FALSE
Event_0099,FL-2000-000373-BGD,5/29/2000,Kushtia,23.9013,89.1204,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1904,API_Corrected,0.85,0.449579832,Certain,FALSE
Event_0100,FL-2000-000373-BGD,5/29/2000,Magura,23.4873,89.4199,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.18,API_Corrected,0.85,0.422268908,Certain,FALSE
Event_0101,FL-2000-000373-BGD,5/29/2000,Meherpur,23.7622,88.6318,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.25,API_Corrected,0.85,0.606092437,Certain,FALSE
Event_0102,FL-2000-000373-BGD,5/29/2000,Narail,23.1725,89.5126,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1564,API_Corrected,0.85,0.360294118,Certain,FALSE
Event_0103,FL-2000-000373-BGD,5/29/2000,Satkhira,22.7185,89.0705,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.1328,API_Corrected,0.85,0.298319328,Certain,FALSE
Event_0104,FL-2000-000373-BGD,5/29/2000,Jamalpur,24.9375,89.9311,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2852,API_Corrected,0.85,0.698529412,Certain,FALSE
Event_0105,FL-2000-000373-BGD,5/29/2000,Mymensingh,24.7471,90.4031,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3972,API_Corrected,0.85,0.992647059,Certain,FALSE
Event_0106,FL-2000-000373-BGD,5/29/2000,Netrokona,24.87,90.7275,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.4,API_Corrected,0.85,1,Certain,FALSE
Event_0107,FL-2000-000373-BGD,5/29/2000,Sherpur,25.0205,90.0154,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2852,API_Corrected,0.85,0.698529412,Certain,FALSE
Event_0108,FL-2000-000373-BGD,5/29/2000,Bogra,24.8481,89.373,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3192,API_Corrected,0.85,0.787815126,Certain,FALSE
Event_0109,FL-2000-000373-BGD,5/29/2000,Joypurhat,25.0947,89.0209,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3384,API_Corrected,0.85,0.838235294,Certain,FALSE
Event_0110,FL-2000-000373-BGD,5/29/2000,Naogaon,24.7936,88.9318,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.346,API_Corrected,0.85,0.858193277,Certain,FALSE
Event_0111,FL-2000-000373-BGD,5/29/2000,Natore,24.4102,88.9805,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3128,API_Corrected,0.85,0.771008403,Certain,FALSE
Event_0112,FL-2000-000373-BGD,5/29/2000,Chapainawabganj,24.5965,88.2742,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3064,API_Corrected,0.85,0.754201681,Certain,FALSE
Event_0113,FL-2000-000373-BGD,5/29/2000,Pabna,24.0063,89.2493,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.2436,API_Corrected,0.85,0.589285714,Certain,FALSE
Event_0114,FL-2000-000373-BGD,5/29/2000,Rajshahi,24.3745,88.6042,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3104,API_Corrected,0.85,0.764705882,Certain,FALSE
Event_0115,FL-2000-000373-BGD,5/29/2000,Sirajganj,24.4577,89.708,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3236,API_Corrected,0.85,0.799369748,Certain,FALSE
Event_0116,FL-2000-000373-BGD,5/29/2000,Dinajpur,25.6217,88.6354,Severe Local Storm,4/9/2000,7/18/2000,MODERATE_RISK,1,0,No detailed description available.,0.3624,API_Corrected,0.85,0.901260504,Certain,FALSE
